,lambda,env.beta,seed,sigma2x,kappa,nsamp,section,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Total2076,-3,1.2,457002,1,0.05,250,left,3,153,joint,1.366549501,0.137997965,"61, 141, 221, 361, 41, 121, 201, 281, 301, 381","1, 81, 101, 161, 181, 241, 261, 321, 341, 281, 21",34.96072602,226
Total2077,-3,1.2,457002,1,0.05,250,left,3,153,jointcov,1.034209625,0.633481344,"41, 61, 121, 141, 201, 221, 301, 381, 101, 261, 281, 341, 361, 21","1, 21, 81, 161, 241, 261, 321, 101, 181, 301, 341, 361, 381",34.98907924,226
Total2078,-3,1.2,457002,1,0.05,250,left,3,153,covariate,0.64791053,0.367279405,"41, 61, 361, 121, 141, 201, 221, 261, 281, 301, 341, 381, 21, 81, 101, 161, 181, 241, 321","1, 41, 61, 81, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 181, 281, 341, 361, 141",17.88461709,226
Total2079,-3,1.2,457002,1,0.05,250,left,3,153,covariatebias,0.665055334,0.363812673,"41, 61, 361, 121, 141, 201, 221, 281, 301, 341, 381, 21, 81, 101, 161, 181, 241, 261, 321","1, 41, 61, 81, 101, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 181, 281, 361, 341",15.50306582,226
Total2080,-3,1.2,457002,1,0.05,250,left,3,153,correlation_str,0.720306478,0.30613493,"101, 141, 281, 361, 41, 61, 121, 201, 221, 301, 381, 21, 161, 181, 261, 341","1, 81, 101, 121, 141, 161, 181, 221, 241, 301, 321, 341, 21, 201, 281, 361, 261, 381, 41, 61",53.53021216,226
Total2081,-3,1.2,457002,1,0.05,250,left,3,153,correlation_uns,0.952863393,0.144764666,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 281, 301, 341, 381, 21, 121, 361","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 301, 341, 361, 381, 241, 321",53.53021216,226
Total2082,-3,1.2,457002,1,0.05,250,left,3,153,correlationbias_str,0.579495784,0.5160615,"41, 61, 361, 121, 141, 201, 221, 261, 281, 301, 341, 21, 81, 101, 161, 181, 241, 321, 381","1, 41, 61, 81, 101, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 181, 141, 281, 341, 361",41.90057135,226
Total2083,-3,1.2,457002,1,0.05,250,left,3,153,correlationbias_uns,0.613868006,0.648693615,"41, 61, 141, 221, 301, 321, 381, 1, 81, 161, 241, 281, 21","61, 101, 121, 141, 161, 181, 241, 261, 281, 341, 361, 41, 301, 21, 201, 221, 381",41.90057135,226
Total2084,-3,1.2,457002,1,0.05,250,right,4,153,structured,1.879721567,-0.385194559,"1, 21, 41, 61, 81, 101, 121, 141, 181, 201, 261, 281, 301, 341, 361, 381, 221","221, 261, 341, 1, 21, 81, 101, 161, 181, 241, 301, 321, 381, 41, 61, 141, 201, 281, 361",20.81700802,227
Total2085,-3,1.2,457002,1,0.05,250,right,4,153,joint,1.235661043,0.092042934,"1, 81, 101, 161, 181, 241, 261, 321, 341, 281, 21","61, 141, 221, 281, 301, 361, 381, 41, 121, 201, 261, 341",38.04134059,227
Total2086,-3,1.2,457002,1,0.05,250,right,4,153,jointcov,1.182388927,0.584028637,"1, 21, 81, 161, 241, 321, 181, 261, 341","41, 61, 121, 141, 201, 221, 301, 381, 101, 181, 261, 281, 341, 361, 21",38.02675176,227
Total2087,-3,1.2,457002,1,0.05,250,right,4,153,covariate,0.681146597,-0.50909609,"21, 101, 141, 181, 261, 281, 361, 381, 41, 61, 121, 201, 221, 301, 341, 1, 81, 161","1, 41, 81, 101, 121, 141, 161, 181, 221, 241, 301, 321, 341, 381, 21, 201, 281, 361, 261",18.12756014,227
Total2088,-3,1.2,457002,1,0.05,250,right,4,153,covariatebias,0.674852325,-0.519901992,"21, 101, 141, 181, 261, 281, 361, 381, 41, 61, 121, 201, 221, 301, 341, 1, 81, 161","1, 41, 81, 101, 121, 141, 161, 181, 221, 241, 321, 341, 381, 21, 201, 281, 261, 301, 361",16.56705594,227
Total2089,-3,1.2,457002,1,0.05,250,right,4,153,correlation_str,0.763801053,-0.238171489,"1, 21, 101, 121, 141, 181, 201, 261, 281, 341, 361, 381, 41, 61, 221, 301","41, 81, 141, 161, 241, 301, 321, 381, 101, 181, 201, 261, 281, 361, 221, 341, 1, 21, 121",52.45082378,227
Total2090,-3,1.2,457002,1,0.05,250,right,4,153,correlation_uns,0.943317301,0.139834438,"61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 281, 301, 341, 381, 1, 21, 121, 361","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 301, 341, 381, 361, 241, 321",52.45082378,227
Total2091,-3,1.2,457002,1,0.05,250,right,4,153,correlationbias_str,0.710246222,-0.690153802,"21, 101, 141, 181, 261, 281, 361, 381, 41, 61, 121, 201, 221, 301, 341, 1, 81, 161","41, 81, 101, 141, 161, 181, 241, 301, 321, 341, 381, 1, 21, 201, 281, 221, 361, 261",51.25006127,227
Total2092,-3,1.2,457002,1,0.05,250,right,4,153,correlationbias_uns,0.625084032,0.641774848,"1, 41, 61, 141, 221, 301, 321, 381, 81, 161, 241, 281, 21","61, 101, 121, 141, 161, 181, 241, 261, 281, 341, 361, 41, 301, 21, 201",51.25006127,227
Total2093,-3,1.2,457002,1,0.05,250,midleft,9,153,structured,1.51675438,0.291229758,"41, 121, 141, 201, 221, 281, 301, 361, 381, 61, 81, 101, 161, 181, 241, 261, 321, 341","1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 221, 241, 261, 301, 321, 341, 381, 281, 361",18.93947649,228
Total2094,-3,1.2,457002,1,0.05,250,midleft,9,153,joint,1.15978809,0.124502229,"61, 141, 221, 361, 381, 41, 121, 201, 281, 301","1, 81, 101, 161, 241, 261, 321, 21, 181, 281, 341",38.57019806,228
Total2095,-3,1.2,457002,1,0.05,250,midleft,9,153,jointcov,0.493080869,0.715611726,"1, 41, 61, 141, 301, 321, 381, 81, 161, 201, 221, 241, 281, 341, 21, 121, 101, 181, 261, 361","41, 61, 81, 101, 161, 201, 261, 281, 341, 381, 21, 121, 141, 241, 321, 1, 181, 221, 301, 361",58.07673621,228
Total2096,-3,1.2,457002,1,0.05,250,midleft,9,153,covariate,0.834694324,0.224234629,"361, 41, 61, 121, 141, 201, 221, 281, 301, 381, 21, 101, 161, 181, 261, 321, 341","1, 41, 81, 101, 121, 141, 161, 201, 221, 241, 261, 301, 321, 21, 181, 281, 361, 341, 381, 61",19.34406137,228
Total2097,-3,1.2,457002,1,0.05,250,midleft,9,153,covariatebias,0.842582949,0.22888114,"361, 41, 61, 121, 141, 201, 221, 281, 301, 381, 21, 101, 161, 181, 241, 261, 321, 341","1, 41, 61, 81, 101, 121, 141, 161, 201, 221, 241, 261, 301, 321, 21, 181, 281, 361, 341, 381",15.59567356,228
Total2098,-3,1.2,457002,1,0.05,250,midleft,9,153,correlation_str,0.810632574,0.216928758,"361, 41, 61, 121, 141, 201, 221, 281, 301, 381, 21, 101, 161, 181, 241, 261, 321, 341","1, 81, 101, 121, 141, 161, 181, 221, 241, 301, 321, 21, 201, 281, 361, 261, 341, 381, 41, 61",55.77463174,228
Total2099,-3,1.2,457002,1,0.05,250,midleft,9,153,correlation_uns,0.94213877,0.136522662,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 281, 301, 341, 381, 21, 121, 361","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 381, 81, 361, 241, 321",55.77463174,228
Total2100,-3,1.2,457002,1,0.05,250,midleft,9,153,correlationbias_str,0.960641789,0.007956831,"361, 41, 61, 121, 141, 201, 221, 281, 301, 381, 101, 181, 261, 341","1, 41, 81, 101, 121, 141, 161, 181, 221, 241, 301, 321, 341, 381, 21, 201, 361, 261, 61",46.83595824,228
Total2101,-3,1.2,457002,1,0.05,250,midleft,9,153,correlationbias_uns,0.524807903,0.67274333,"41, 61, 121, 141, 221, 301, 321, 381, 1, 81, 161, 201, 241, 281, 341, 21, 261","61, 101, 141, 161, 181, 241, 261, 281, 341, 361, 41, 221, 301, 381, 81, 121, 201, 21",46.83595824,228
Total2102,-3,1.2,457002,1,0.05,250,midright,15,153,structured,0.574030531,0.461395492,"41, 61, 141, 161, 281, 361, 121, 181, 201, 221, 261, 301, 321, 341, 1, 21, 81, 101, 381","1, 81, 101, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 361, 41, 141, 281",95.64590359,229
Total2103,-3,1.2,457002,1,0.05,250,midright,15,153,joint,0.894106608,0.15826903,"1, 61, 81, 101, 141, 161, 181, 241, 261, 321, 341, 221, 301, 21, 381","21, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 381, 41",47.44987845,229
Total2104,-3,1.2,457002,1,0.05,250,midright,15,153,jointcov,0.858181136,0.611612713,"1, 21, 81, 161, 241, 321, 101, 261","121, 201, 221, 281, 381, 61, 101, 141, 181, 261, 341, 361, 21, 41",47.96252728,229
Total2105,-3,1.2,457002,1,0.05,250,midright,15,153,covariate,0.55852127,0.454422837,"21, 41, 61, 101, 141, 181, 261, 281, 361, 121, 201, 221, 301, 341, 1, 81, 161, 381","1, 61, 81, 101, 121, 161, 181, 201, 221, 241, 301, 321, 381, 21, 281, 361, 141, 261, 341, 41",17.28281832,229
Total2106,-3,1.2,457002,1,0.05,250,midright,15,153,covariatebias,0.555338876,0.464293271,"21, 41, 61, 101, 141, 181, 261, 281, 361, 121, 201, 221, 301, 341, 1, 81, 161, 381","1, 61, 81, 101, 121, 161, 181, 201, 221, 241, 301, 321, 381, 21, 281, 361, 141, 261, 341, 41",15.97191882,229
Total2107,-3,1.2,457002,1,0.05,250,midright,15,153,correlation_str,0.494491663,0.661288337,"21, 61, 101, 141, 161, 281, 361, 41, 121, 181, 201, 221, 261, 301, 341, 1, 81, 381","1, 81, 121, 141, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 181, 281, 361, 61, 341, 41",56.81420684,229
Total2108,-3,1.2,457002,1,0.05,250,midright,15,153,correlation_uns,0.920094045,0.150602388,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 301, 341, 381, 21, 121, 281, 361","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 301, 341, 361, 241, 321, 381",56.81420684,229
Total2109,-3,1.2,457002,1,0.05,250,midright,15,153,correlationbias_str,0.691786978,0.603888295,"1, 21, 81, 141, 241, 261, 321, 161, 101, 181, 341, 361","41, 121, 141, 181, 201, 221, 281, 381, 21, 61, 101, 341, 361, 261, 301",51.61527228,229
Total2110,-3,1.2,457002,1,0.05,250,midright,15,153,correlationbias_uns,0.610743184,0.647187796,"1, 41, 61, 141, 221, 301, 321, 381, 81, 161, 201, 241, 281, 21, 261","61, 101, 121, 141, 161, 181, 241, 261, 281, 341, 361, 41, 201, 221, 301, 381, 21",51.61527228,229
Total2111,-3,1.2,457002,1,0.05,250,bottom,5,153,structured,0.624435179,0.326168566,"61, 141, 281, 361, 41, 121, 201, 221, 261, 301, 341, 381, 21, 81, 101, 161, 181","1, 61, 81, 101, 121, 161, 221, 241, 301, 321, 381, 21, 181, 201, 281, 41, 261, 341, 361, 141",16.43842125,230
Total2112,-3,1.2,457002,1,0.05,250,bottom,5,153,joint,0.971042391,0.149881256,"61, 141, 361, 41, 121, 201, 221, 281, 301, 381","1, 21, 41, 61, 101, 121, 181, 341, 81, 161, 201, 241, 281, 361, 261, 321",36.63125038,230
Total2113,-3,1.2,457002,1,0.05,250,bottom,5,153,jointcov,0.62697051,0.695370428,"1, 21, 241, 321, 381, 81, 161, 41, 121, 181, 261, 281, 301, 341, 361","41, 101, 121, 181, 201, 261, 281, 381, 21, 61, 141, 221, 301, 361",45.36098742,230
Total2114,-3,1.2,457002,1,0.05,250,bottom,5,153,covariate,0.591440288,0.372427938,"21, 101, 141, 281, 361, 41, 61, 121, 181, 201, 221, 261, 301, 321, 341, 1, 81, 161, 381","1, 81, 101, 121, 161, 221, 241, 261, 301, 321, 381, 21, 201, 41, 141, 281, 361",17.26436925,230
Total2115,-3,1.2,457002,1,0.05,250,bottom,5,153,covariatebias,0.576416978,0.372573856,"21, 101, 141, 181, 281, 361, 41, 61, 121, 201, 221, 261, 301, 341, 1, 81, 161","1, 81, 121, 161, 221, 241, 301, 321, 381, 21, 101, 201, 41, 141, 341, 181, 261, 361",12.42104268,230
Total2116,-3,1.2,457002,1,0.05,250,bottom,5,153,correlation_str,0.564049373,0.377253966,"21, 101, 141, 181, 281, 361, 41, 61, 121, 201, 221, 261, 301, 341, 381, 1, 81, 161","1, 81, 121, 141, 161, 221, 241, 301, 321, 21, 101, 201, 41, 281, 341, 361, 381, 61, 181, 261",57.62232327,230
Total2117,-3,1.2,457002,1,0.05,250,bottom,5,153,correlation_uns,0.938585535,0.141362526,"61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 281, 301, 341, 381, 1, 21, 121, 361","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 381, 81, 361, 241, 321",57.62232327,230
Total2118,-3,1.2,457002,1,0.05,250,bottom,5,153,correlationbias_str,0.537063657,0.606727363,"21, 101, 141, 181, 261, 281, 361, 41, 61, 121, 201, 221, 301, 341, 381, 161","1, 81, 101, 121, 161, 221, 241, 301, 321, 381, 21, 181, 201, 41, 141, 261, 281, 341, 361, 61",46.25487065,230
Total2119,-3,1.2,457002,1,0.05,250,bottom,5,153,correlationbias_uns,0.552501214,0.662394624,"41, 61, 141, 221, 301, 321, 381, 1, 81, 161, 241, 281, 341, 21, 261","61, 101, 141, 161, 181, 241, 261, 281, 341, 361, 41, 121, 221, 301, 21, 201, 381",46.25487065,230
Total2120,-3,1.2,457002,1,0.05,250,top,2,153,structured,1.26357457,0.343928558,"1, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 301, 321, 341, 381, 21, 361","41, 61, 121, 141, 221, 281, 301, 361, 381, 161, 201, 241, 261, 321, 341, 21",38.90009809,231
Total2121,-3,1.2,457002,1,0.05,250,top,2,153,joint,1.127286255,0.095183707,"61, 141, 221, 361, 381, 41, 121, 201, 281, 301","1, 81, 101, 161, 181, 241, 261, 321, 341, 21, 281",35.18956351,231
Total2122,-3,1.2,457002,1,0.05,250,top,2,153,jointcov,1.025362096,0.563090448,"1, 21, 81, 161, 241, 321, 261","61, 121, 141, 201, 281, 101, 181, 221, 261, 301, 341, 361, 381, 21, 41",39.24133968,231
Total2123,-3,1.2,457002,1,0.05,250,top,2,153,covariate,0.811705667,0.361405161,"21, 101, 181, 261, 361, 41, 61, 121, 141, 201, 221, 281, 301, 241, 321, 1, 81, 161, 341","1, 41, 61, 81, 121, 141, 161, 181, 221, 241, 261, 301, 321, 381, 21, 101, 201, 281, 341, 361",19.75246763,231
Total2124,-3,1.2,457002,1,0.05,250,top,2,153,covariatebias,0.807728729,0.365268186,"181, 261, 361, 41, 61, 121, 141, 201, 221, 281, 301, 241, 321, 1, 81, 101, 161, 341","1, 61, 81, 121, 161, 181, 221, 241, 261, 301, 321, 341, 381, 21, 101, 201, 281, 361, 141",19.92353511,231
Total2125,-3,1.2,457002,1,0.05,250,top,2,153,correlation_str,1.599113451,0.018140089,"1, 21, 81, 101, 121, 181, 201, 261, 281, 341, 361, 41, 61, 141, 221, 301, 321, 161, 241","41, 61, 141, 221, 301, 381, 181, 261, 281, 341, 1, 21, 81, 101, 161, 361, 121, 201",50.16496372,231
Total2126,-3,1.2,457002,1,0.05,250,top,2,153,correlation_uns,0.971169363,0.152933033,"61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 301, 341, 381, 1, 21, 121, 281, 361","21, 41, 61, 101, 121, 141, 181, 201, 261, 281, 301, 341, 361, 241, 321, 381",50.16496372,231
Total2127,-3,1.2,457002,1,0.05,250,top,2,153,correlationbias_str,1.178032454,0.338096678,"1, 21, 101, 181, 261, 281, 341, 361, 41, 61, 81, 121, 141, 161, 201, 221, 301, 241, 321","41, 61, 141, 221, 301, 381, 101, 181, 201, 261, 281, 341, 21, 81, 161, 361, 121",48.26792479,231
Total2128,-3,1.2,457002,1,0.05,250,top,2,153,correlationbias_uns,0.720622396,0.628476931,"1, 41, 61, 141, 221, 301, 321, 381, 81, 161, 241, 281","101, 121, 141, 181, 241, 261, 281, 341, 361, 41, 201, 221, 21, 301, 381",48.26792479,231
Total2129,-3,1.2,457002,1,0.05,250,midbottom,15,153,structured,0.598615871,0.469351273,"141, 281, 361, 41, 61, 121, 181, 201, 221, 261, 301, 321, 341, 1, 21, 81, 101, 161, 381","1, 81, 101, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 361, 141, 281, 41, 341",66.3028512,232
Total2130,-3,1.2,457002,1,0.05,250,midbottom,15,153,joint,0.904188993,0.223697272,"61, 141, 161, 41, 201, 221, 301, 381, 21, 121, 281, 321, 361","1, 21, 41, 61, 101, 121, 181, 201, 261, 341, 81, 161, 281, 361, 241, 321",47.94671106,232
Total2131,-3,1.2,457002,1,0.05,250,midbottom,15,153,jointcov,0.446709234,0.751820693,"1, 21, 41, 61, 141, 321, 81, 161, 221, 241, 281, 301, 341, 381, 121, 181, 261, 361","41, 81, 101, 201, 221, 241, 261, 281, 381, 21, 61, 121, 321, 361, 1, 141, 161, 181, 301, 341",62.5133152,232
Total2132,-3,1.2,457002,1,0.05,250,midbottom,15,153,covariate,0.542387653,0.524048793,"21, 41, 61, 101, 141, 181, 281, 361, 121, 201, 221, 261, 301, 341, 1, 81, 161, 381","1, 81, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 281, 361, 61, 141, 41, 181, 341",15.04854631,232
Total2133,-3,1.2,457002,1,0.05,250,midbottom,15,153,covariatebias,0.537536352,0.540307511,"21, 41, 61, 101, 141, 181, 261, 281, 361, 121, 201, 221, 301, 341, 1, 81, 161, 381","1, 81, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 281, 361, 61, 141, 41, 181, 341",20.57859492,232
Total2134,-3,1.2,457002,1,0.05,250,midbottom,15,153,correlation_str,0.518636939,0.540840216,"61, 141, 161, 361, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 381, 1, 21, 81, 321","81, 101, 121, 201, 221, 241, 261, 301, 321, 341, 1, 21, 161, 281, 361, 41, 61, 181",55.94868898,232
Total2135,-3,1.2,457002,1,0.05,250,midbottom,15,153,correlation_uns,0.939480462,0.179763625,"61, 81, 141, 161, 181, 241, 261, 321, 201, 221, 301, 341, 381, 1, 21, 121, 281, 361","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 161, 241, 321, 381",55.94868898,232
Total2136,-3,1.2,457002,1,0.05,250,midbottom,15,153,correlationbias_str,0.436658178,0.7289107,"41, 61, 101, 141, 281, 361, 81, 161, 181, 201, 221, 261, 301, 341, 381, 21, 121, 241, 321, 1","1, 81, 121, 161, 201, 221, 261, 321, 381, 21, 181, 241, 361, 61, 141, 281, 301, 341, 41",51.28248763,232
Total2137,-3,1.2,457002,1,0.05,250,midbottom,15,153,correlationbias_uns,0.456312464,0.715968226,"41, 61, 141, 221, 301, 321, 381, 1, 81, 101, 161, 181, 201, 241, 261, 281, 341, 21","101, 181, 261, 281, 341, 361, 21, 41, 61, 121, 141, 221, 241, 301, 321, 381, 1, 81, 161, 201",51.28248763,232
Total2138,-3,1.2,457002,1,0.05,250,midtop,13,153,structured,0.977354913,0.346058379,"1, 41, 61, 81, 101, 121, 141, 161, 181, 221, 241, 261, 301, 321, 341, 381, 281, 21, 361","361, 41, 61, 121, 141, 201, 221, 281, 301, 381, 161, 241, 261, 321, 341, 1, 21",116.9454968,233
Total2139,-3,1.2,457002,1,0.05,250,midtop,13,153,joint,0.812296642,0.156306179,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 121, 201, 221, 281, 301, 341, 381, 21, 101","21, 41, 61, 101, 121, 141, 181, 201, 261, 341, 281, 361, 221, 301, 321, 381",42.19416237,233
Total2140,-3,1.2,457002,1,0.05,250,midtop,13,153,jointcov,0.546733587,0.651967797,"41, 61, 121, 141, 221, 301, 321, 381, 1, 81, 161, 201, 241, 281, 341, 21, 261","61, 101, 141, 161, 181, 241, 261, 281, 341, 361, 41, 121, 221, 301, 381, 81, 201, 21",45.5564785,233
Total2141,-3,1.2,457002,1,0.05,250,midtop,13,153,covariate,0.77703799,0.417760927,"1, 41, 61, 81, 121, 141, 161, 181, 221, 241, 261, 301, 381, 101, 201, 281, 341, 21, 321, 361","181, 261, 361, 41, 61, 81, 121, 141, 161, 221, 281, 301, 381, 201, 241, 321, 341, 1, 21",18.76543856,233
Total2142,-3,1.2,457002,1,0.05,250,midtop,13,153,covariatebias,0.786647327,0.414858237,"1, 41, 61, 81, 121, 141, 161, 181, 221, 241, 261, 301, 381, 101, 201, 281, 341, 21, 321, 361","261, 361, 41, 61, 81, 121, 141, 161, 221, 281, 301, 381, 201, 241, 321, 341, 1, 21",19.06448364,233
Total2143,-3,1.2,457002,1,0.05,250,midtop,13,153,correlation_str,0.724651094,0.397134255,"41, 61, 81, 121, 141, 161, 181, 221, 301, 381, 101, 201, 261, 281, 341, 21, 241, 321, 361","21, 101, 181, 261, 281, 341, 361, 1, 41, 61, 81, 121, 141, 161, 201, 221, 301, 381, 241, 321",55.08894014,233
Total2144,-3,1.2,457002,1,0.05,250,midtop,13,153,correlation_uns,0.937984501,0.139598095,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 201, 221, 281, 301, 341, 381, 21, 121, 361","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 381, 361, 241, 321",55.08894014,233
Total2145,-3,1.2,457002,1,0.05,250,midtop,13,153,correlationbias_str,0.59207355,0.547684547,"41, 61, 121, 141, 161, 181, 221, 301, 381, 101, 201, 261, 281, 341, 21, 81, 241, 321, 361","1, 21, 101, 141, 181, 261, 281, 321, 341, 361, 41, 81, 161, 221, 241, 301, 381, 61, 121, 201",48.93731785,233
Total2146,-3,1.2,457002,1,0.05,250,midtop,13,153,correlationbias_uns,0.569650633,0.657551475,"41, 61, 121, 141, 221, 301, 321, 381, 1, 81, 161, 201, 241, 281, 341, 21, 261","61, 101, 141, 161, 181, 241, 261, 281, 341, 361, 41, 121, 221, 301, 381, 21, 201",48.93731785,233
Total2147,-3,1.2,457002,1,0.05,250,whole,22,153,structured,0.569467514,0.359081659,"41, 61, 161, 361, 121, 141, 181, 201, 221, 261, 281, 301, 321, 341, 1, 21, 81, 101","41, 61, 81, 101, 201, 261, 301, 321, 341, 381, 1, 21, 161, 141, 221, 241, 281, 361, 121, 181",73.95363498,234
Total2148,-3,1.2,457002,1,0.05,250,whole,22,153,joint,0.780923134,0.170663564,"61, 81, 141, 161, 181, 241, 361, 41, 121, 201, 221, 261, 281, 301, 341, 381, 1, 21, 321","1, 21, 41, 61, 101, 121, 141, 181, 201, 261, 341, 81, 161, 241, 281, 321, 361, 381, 301",53.6529758,234
Total2149,-3,1.2,457002,1,0.05,250,whole,22,153,jointcov,0.440005803,0.718598893,"41, 61, 141, 301, 321, 381, 1, 81, 101, 161, 181, 201, 221, 241, 261, 281, 341, 21, 121, 361","41, 81, 101, 121, 161, 201, 221, 241, 261, 281, 321, 381, 21, 61, 361, 1, 141, 341, 181",67.32381821,234
Total2150,-3,1.2,457002,1,0.05,250,whole,22,153,covariate,0.57895977,0.388420878,"41, 61, 101, 141, 361, 121, 181, 201, 221, 261, 281, 301, 341, 1, 21, 81, 161, 381, 241, 321","1, 61, 81, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 281, 361, 141, 341, 41",16.63867927,234
Total2151,-3,1.2,457002,1,0.05,250,whole,22,153,covariatebias,0.576626487,0.392946287,"41, 61, 101, 141, 361, 121, 181, 201, 221, 261, 281, 301, 341, 1, 21, 81, 161, 381, 241, 321","1, 61, 81, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 101, 281, 361, 141, 341, 41",28.35151744,234
Total2152,-3,1.2,457002,1,0.05,250,whole,22,153,correlation_str,0.575373484,0.408272945,"41, 61, 101, 141, 361, 121, 181, 201, 221, 261, 281, 301, 341, 1, 21, 81, 161, 381, 241, 321","1, 61, 81, 101, 121, 161, 201, 221, 241, 261, 301, 321, 381, 21, 281, 361, 141, 341, 41",55.90847564,234
Total2153,-3,1.2,457002,1,0.05,250,whole,22,153,correlation_uns,0.910911905,0.12557534,"1, 61, 81, 141, 161, 181, 241, 261, 321, 41, 121, 201, 221, 281, 301, 341, 381, 21, 361","21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 381, 81, 361, 241, 321",55.90847564,234
Total2154,-3,1.2,457002,1,0.05,250,whole,22,153,correlationbias_str,0.502431244,0.610849322,"41, 61, 141, 361, 101, 121, 181, 201, 221, 261, 281, 301, 341, 21, 321, 381, 1, 81, 161, 241","1, 41, 81, 101, 121, 161, 201, 221, 241, 261, 321, 381, 21, 181, 281, 361, 61, 141, 341, 301",62.22092628,234
Total2155,-3,1.2,457002,1,0.05,250,whole,22,153,correlationbias_uns,0.454649889,0.701000916,"41, 61, 141, 221, 301, 321, 381, 1, 81, 101, 161, 181, 201, 241, 261, 281, 341, 21, 121","61, 81, 101, 121, 181, 241, 261, 281, 321, 341, 361, 21, 41, 141, 221, 381, 1, 161, 201",62.22092628,234
Total2156,-3,1.2,457002,1,0.05,250,whole,22,153,unstructured,2.065079904,0.145177969,"61, 141, 221, 361, 41, 121, 201, 281, 301, 381","1, 81, 101, 161, 181, 241, 261, 321, 341, 21",26.40505767,234
